No.	Accession	Taxon name
3726	GCA_002055535.1	Streptococcus pyogenes
3727	GCA_002055965.1	Bacillus subtilis subsp. subtilis
3728	GCA_002056795.1	Spirosoma aerolatum
3729	GCA_002059185.1	Oceanospirillum multiglobuliferum
3730	GCA_002067135.1	Spirosoma rigui
3731	GCA_002072065.1	Geobacillus thermodenitrificans subsp. thermodenitrificans
3732	GCA_002072175.1	Actinomyces gaoshouyii
3733	GCA_002075345.1	Citrobacter braakii
3734	GCA_002075795.1	Shewanella japonica
3735	GCA_002075885.1	Pseudaminobacter manganicus
3736	GCA_002076895.1	Colwellia beringensis
3737	GCA_002077945.1	Niastella vici
3738	GCA_002078235.1	Streptomyces viridosporus
3739	GCA_002078505.1	Ensifer aridi
3740	GCA_002078605.1	Salegentibacter sediminis
3741	GCA_002080395.1	Campylobacter helveticus
3742	GCA_002080435.1	Sphingobium herbicidovorans
3743	GCA_002081715.1	Nocardia donostiensis
3744	GCA_002085925.1	Thioclava electrotropha
3745	GCA_002086115.1	Mycolicibacterium bacteremicum
3746	GCA_002086125.1	Mycobacterium arosiense
3747	GCA_002086155.1	Mycobacterium angelicum
3748	GCA_002086175.1	Mycolicibacterium celeriflavum
3749	GCA_002086215.1	Mycobacterium heidelbergense
3750	GCA_002086275.1	Mycobacterium intermedium
3751	GCA_002086285.1	Mycolicibacter kumamotonensis
3752	GCA_002086335.1	Mycobacterium mantenii
3753	GCA_002086345.1	Mycobacterium marseillense
3754	GCA_002086395.1	Mycolicibacterium moriokaense
3755	GCA_002086405.1	Mycolicibacter minnesotensis
3756	GCA_002086415.1	Mycobacterium noviomagense
3757	GCA_002086455.1	Mycolicibacter algericus
3758	GCA_002086475.1	Mycobacterium paraseoulense
3759	GCA_002086485.1	Mycobacterium aquaticum
3760	GCA_002086515.1	Mycolicibacter arupensis
3761	GCA_002086575.1	Mycobacterium branderi
3762	GCA_002086635.1	Mycobacterium alsense
3763	GCA_002086655.1	Mycolicibacterium monacense
3764	GCA_002086675.1	Mycobacterium persicum
3765	GCA_002086695.1	Mycolicibacterium rhodesiae
3766	GCA_002086735.1	Mycobacterium scrofulaceum
3767	GCA_002086755.1	Mycobacterium shinjukuense
3768	GCA_002086815.1	Mycolicibacterium parafortuitum
3769	GCA_002087075.1	Streptococcus pseudopneumoniae
3770	GCA_002087235.1	Pseudomonas floridensis
3771	GCA_002087295.1	Halomonas lionensis
3772	GCA_002088015.1	Lactobacillus crispatus
3773	GCA_002088025.1	Streptococcus anginosus subsp. anginosus
3774	GCA_002088935.1	Henriciella litoralis
3775	GCA_002088945.1	Henriciella pelagia
3776	GCA_002088975.1	Henriciella aquimarina
3777	GCA_002091475.1	Sphingomonas azotifigens
3778	GCA_002091635.1	Pseudomonas indica
3779	GCA_002093625.1	Rouxiella silvae
3780	GCA_002093975.1	Thermoactinospora rubra
3781	GCA_002095305.1	Pantoea brenneri
3782	GCA_002095315.1	Pantoea conspicua
3783	GCA_002095375.1	Pantoea deleyi
3784	GCA_002095385.1	Pantoea eucrina
3785	GCA_002095475.1	Pantoea rwandensis
3786	GCA_002095485.1	Pantoea wallisii
3787	GCA_002095535.1	Pantoea cypripedii
3788	GCA_002095575.1	Pantoea septica
3789	GCA_002096055.1	Cnuibacter physcomitrellae
3790	GCA_002097715.1	Pseudomonas mesoacidophila
3791	GCA_002099195.1	Burkholderia puraquae
3792	GCA_002101335.1	Staphylococcus lutrae
3793	GCA_002101395.1	Pantoea alhagi
3794	GCA_002101585.1	Mycolicibacter engbaekii
3795	GCA_002101595.1	Mycobacterium celatum
3796	GCA_002101635.1	Mycobacterium florentinum
3797	GCA_002101655.1	Mycolicibacter hiberniae
3798	GCA_002101675.1	Mycobacterium gordonae
3799	GCA_002101705.1	Mycolicibacterium iranicum
3800	GCA_002101735.1	Mycobacterium kyorinense
3801	GCA_002101745.1	Mycobacterium kubicae
3802	GCA_002101775.1	Mycolicibacter nonchromogenicus
3803	GCA_002101785.1	Mycobacterium palustre
3804	GCA_002101815.1	Mycobacterium paraense
3805	GCA_002101845.1	Mycobacterium riyadhense
3806	GCA_002101875.1	Mycobacterium saskatchewanense
3807	GCA_002101885.1	Mycolicibacter senuensis
3808	GCA_002101905.1	Mycobacterium shimoidei
3809	GCA_002101965.1	Mycolicibacterium wolinskyi
3810	GCA_002101995.1	Mycolicibacterium fallax
3811	GCA_002102065.1	Mycolicibacterium conceptionense
3812	GCA_002102095.1	Mycobacterium conspicuum
3813	GCA_002102105.1	Mycolicibacterium confluentis
3814	GCA_002102115.1	Mycolicibacterium doricum
3815	GCA_002102155.1	Mycobacterium europaeum
3816	GCA_002102175.1	Mycobacterium gastri
3817	GCA_002102185.1	Mycobacterium fragae
3818	GCA_002102215.1	Mycobacterium lacus
3819	GCA_002102255.1	Mycobacterium nebraskense
3820	GCA_002102265.1	Mycolicibacter longobardus
3821	GCA_002102335.1	Mycobacterium parmense
3822	GCA_002102345.1	Mycolicibacterium peregrinum
3823	GCA_002102355.1	Mycobacterium sherrisii
3824	GCA_002102395.1	Mycolicibacillus trivialis
3825	GCA_002104335.1	Campylobacter cuniculorum
3826	GCA_002104435.1	Colwellia aestuarii
3827	GCA_002104455.1	Colwellia chukchiensis
3828	GCA_002104475.1	Colwellia mytili
3829	GCA_002104515.1	Colwellia polaris
3830	GCA_002104675.1	Mycobacterium decipiens
3831	GCA_002104765.1	Mycolicibacterium vulneris
3832	GCA_002104795.1	Mycolicibacillus koreensis
3833	GCA_002105555.1	Paracoccus contaminans
3834	GCA_002105755.1	Mycobacterium colombiense
3835	GCA_002108495.1	Neisseria canis
3836	GCA_002108505.1	Neisseria dumasiana
3837	GCA_002108605.1	Neisseria animaloris
3838	GCA_002111555.1	Lonsdalea populi
3839	GCA_002111585.1	Lonsdalea iberica
3840	GCA_002115745.1	Thalassospira alkalitolerans
3841	GCA_002116635.1	Mycobacterium szulgai
3842	GCA_002117085.1	Nonlabens sediminis
3843	GCA_002117125.1	Nonlabens spongiae
3844	GCA_002117995.1	Lactobacillus acidipiscis
3845	GCA_002119195.1	Streptomyces platensis
3846	GCA_002119225.1	Streptomyces fradiae
3847	GCA_002119805.1	Macrococcus canis
3848	GCA_002120225.1	Tenacibaculum holothuriorum
3849	GCA_002127535.1	Xenorhabdus vietnamensis
3850	GCA_002127545.1	Xenorhabdus beddingii
3851	GCA_002128405.1	Bacillus solisilvae
3852	GCA_002128425.1	Bacillus acidiceler
3853	GCA_002128465.1	Streptomyces pharetrae
3854	GCA_002139935.1	Campylobacter lanienae
3855	GCA_002148965.1	Streptomyces swartbergensis
3856	GCA_002149015.1	Gordonia lacunae
3857	GCA_002150005.2	Marivivens niveibacter
3858	GCA_002150035.1	Leptospira venezuelensis
3859	GCA_002150505.1	Algoriphagus ratkowskyi
3860	GCA_002150705.1	Streptomyces acidiscabies
3861	GCA_002150735.1	Streptomyces africanus
3862	GCA_002150765.1	Lentzea kentuckyensis
3863	GCA_002150845.1	Streptomyces griseocarneus
3864	GCA_002153375.1	Oceanobacillus rekensis
3865	GCA_002154275.1	Streptomyces castelarensis
3866	GCA_002154345.1	Streptomyces setonii
3867	GCA_002154375.1	Streptomyces glaucescens
3868	GCA_002154415.1	Streptomyces angustmyceticus
3869	GCA_002154495.1	Streptomyces cacaoi subsp. cacaoi
3870	GCA_002154505.1	Streptomyces carpinensis
3871	GCA_002154555.1	Streptomyces murinus
3872	GCA_002154575.1	Streptomyces bobili
3873	GCA_002154585.1	Streptomyces pseudogriseolus
3874	GCA_002154615.1	Streptomyces recifensis
3875	GCA_002154675.1	Streptomyces reticuliscabiei
3876	GCA_002154895.1	Lactococcus petauri
3877	GCA_002155145.1	Kushneria konosiri
3878	GCA_002155265.1	Corynebacterium pseudotuberculosis
3879	GCA_002155305.1	Porphyrobacter dokdonensis
3880	GCA_002155655.1	Porphyrobacter sanguineus
3881	GCA_002155685.1	Porphyrobacter colymbi
3882	GCA_002155695.1	Porphyrobacter tepidarius
3883	GCA_002155885.1	Streptomyces rhizosphaericus
3884	GCA_002155895.1	Streptomyces rochei
3885	GCA_002155905.1	Streptomyces tricolor
3886	GCA_002155915.1	Streptomyces thermovulgaris
3887	GCA_002155975.1	Amycolatopsis kentuckyensis
3888	GCA_002155995.1	Crossiella equi
3889	GCA_002156005.1	Amycolatopsis lexingtonensis
3890	GCA_002156455.1	Vibrio coralliirubri
3891	GCA_002156475.1	Vibrio gigantis
3892	GCA_002156865.1	Bacillus luciferensis
3893	GCA_002157205.1	Kushneria marisflavi
3894	GCA_002157585.1	Lactobacillus parakefiri
3895	GCA_002157735.1	Vibrio aphrogenes
3896	GCA_002157755.1	Thaumasiovibrio subtropicus
3897	GCA_002157835.1	Mycobacterium dioxanotrophicus
3898	GCA_002157875.1	Oceanisphaera avium
3899	GCA_002157895.1	Oceanisphaera profunda
3900	GCA_002158865.1	Comamonas serinivorans
3901	GCA_002158995.1	Pseudomonas caspiana
3902	GCA_002161855.1	Paenibacillus thiaminolyticus
3903	GCA_002161865.1	Paenibacillus apiarius
3904	GCA_002162355.1	Tumebacillus avium
3905	GCA_002163585.1	Tatumella citrea
3906	GCA_002163755.1	Vibrio campbellii
3907	GCA_002165375.2	Acinetobacter chinensis
3908	GCA_002174125.1	Acinetobacter populi
3909	GCA_002179915.1	Lactobacillus bobalius
3910	GCA_002192415.1	Paenibacillus donghaensis
3911	GCA_002192535.1	Polynucleobacter hirudinilacicola
3912	GCA_002197645.1	Enterococcus wangshanyuanii
3913	GCA_002197665.1	Sphingomonas mucosissima
3914	GCA_002197685.1	Sphingomonas dokdonensis
3915	GCA_002201235.1	Polaribacter tangerinus
3916	GCA_002201795.1	Alkalitalea saponilacus
3917	GCA_002204185.1	Rhizobium esperanzae
3918	GCA_002205675.1	Sphingopyxis bauzanensis
3919	GCA_002206625.1	Polynucleobacter campilacus
3920	GCA_002206635.1	Polynucleobacter aenigmaticus
3921	GCA_002207865.1	Colwellia marinimaniae
3922	GCA_002210435.1	Micromonospora wenchangensis
3923	GCA_002211445.1	Herbaspirillum denitrificans
3924	GCA_002213415.1	Herbaspirillum robiniae
3925	GCA_002213425.1	Herbaspirillum aquaticum
3926	GCA_002214185.1	Streptomyces capitiformicae
3927	GCA_002214645.1	Diaphorobacter polyhydroxybutyrativorans
3928	GCA_002216775.1	Virgibacillus phasianinus
3929	GCA_002216795.1	Brachybacterium avium
3930	GCA_002217205.1	Flavobacterium branchiophilum
3931	GCA_002217285.1	Flavobacterium hercynium
3932	GCA_002217335.1	Flavobacterium hydatis
3933	GCA_002217355.1	Flavobacterium oncorhynchi
3934	GCA_002217395.1	Flavobacterium plurextorum
3935	GCA_002217445.1	Flavobacterium spartansii
3936	GCA_002217475.1	Flavobacterium tructae
3937	GCA_002217735.1	Geobacillus galactosidasius
3938	GCA_002217755.1	Streptomyces hyaluromycini
3939	GCA_002217925.1	Lactobacillus mixtipabuli
3940	GCA_002217945.1	Lactobacillus silagei
3941	GCA_002217985.1	Lactobacillus pentosiphilus
3942	GCA_002218005.2	Vibrio algivorus
3943	GCA_002218025.2	Vibrio casei
3944	GCA_002218045.2	Vibrio rumoiensis
3945	GCA_002219285.1	Mycobacterium intracellulare subsp. chimaera
3946	GCA_002220865.2	Paenibacillus xerothermodurans
3947	GCA_002221505.1	Pseudoalteromonas nigrifaciens
3948	GCA_002221525.1	Pseudoalteromonas espejiana
3949	GCA_002222595.2	Blautia hansenii
3950	GCA_002222615.2	Bacteroides caccae
3951	GCA_002224225.1	Polynucleobacter cosmopolitanus
3952	GCA_002224265.1	Vibrio vulnificus
3953	GCA_002224365.1	Virgibacillus necropolis
3954	GCA_002233675.1	Paenibacillus herberti
3955	GCA_002233755.1	Acinetobacter piscicola
3956	GCA_002234375.1	Pseudomonas fluvialis
3957	GCA_002234405.1	Amycolatopsis thailandensis
3958	GCA_002234535.1	Actinoalloteichus hoggarensis
3959	GCA_002234575.2	Clostridium bolteae
3960	GCA_002234595.1	Amycolatopsis vastitatis
3961	GCA_002234615.1	Paenibacillus rigui
3962	GCA_002234915.1	Bifidobacterium vansinderenii
3963	GCA_002237365.1	Zobellella denitrificans
3964	GCA_002237575.1	Spiroplasma corruscae
3965	GCA_002238335.1	Campylobacter avium
3966	GCA_002240035.1	Legionella clemsonensis
3967	GCA_002240225.1	Paenibacillus physcomitrellae
3968	GCA_002240355.1	Prauserella marina
3969	GCA_002240415.1	Paenibacillus kribbensis
3970	GCA_002240565.1	Clavibacter insidiosus
3971	GCA_002240575.1	Clavibacter michiganensis subsp. michiganensis
3972	GCA_002240635.1	Clavibacter tessellarius
3973	GCA_002242685.1	Oceanimonas doudoroffii
3974	GCA_002243385.1	Mogibacterium pumilum
3975	GCA_002243515.1	Tumebacillus algifaecis
3976	GCA_002243645.1	Bacillus simplex
3977	GCA_002243665.1	Geobacillus thermocatenulatus
3978	GCA_002243705.1	Anoxybacillus flavithermus subsp. flavithermus
3979	GCA_002245495.1	Oceanimonas baumannii
3980	GCA_002245535.1	Mycobacterium lehmannii
3981	GCA_002245615.1	Mycobacterium neumannii
3982	GCA_002245625.1	Acidovorax kalamii
3983	GCA_002245655.1	Thauera propionica
3984	GCA_002245855.1	Sphingobacterium cellulitidis
3985	GCA_002250055.1	Bacillus cohnii
3986	GCA_002250115.1	Bacillus clausii
3987	GCA_002250655.1	Mycolicibacterium sphagni
3988	GCA_002251085.2	Romboutsia maritimum
3989	GCA_002251775.1	Flavobacterium aurantiibacter
3990	GCA_002251795.1	Niveispirillum lacus
3991	GCA_002251835.1	Flavobacterium cyanobacteriorum
3992	GCA_002252445.1	Ochrobactrum thiophenivorans
3993	GCA_002252475.1	Ochrobactrum rhizosphaerae
3994	GCA_002252505.1	Ochrobactrum grignonense
3995	GCA_002252525.1	Ochrobactrum pseudogrignonense
3996	GCA_002257585.1	Mucilaginibacter xinganensis
3997	GCA_002257705.1	Sporomusa silvacetica
3998	GCA_002258215.1	Marinobacter vinifirmus
3999	GCA_002259585.1	Bombiscardovia coagulans
4000	GCA_002259595.1	Aeriscardovia aeriphila
4001	GCA_002259605.1	Pseudoscardovia radai
4002	GCA_002259645.1	Bifidobacterium tissierii
4003	GCA_002259665.1	Bifidobacterium lemurum
4004	GCA_002259685.1	Bifidobacterium eulemuris
4005	GCA_002259705.1	Alloscardovia macacae
4006	GCA_002259745.1	Bifidobacterium myosotis
4007	GCA_002259755.1	Bifidobacterium hapali
4008	GCA_002259795.1	Bifidobacterium aquikefiri
4009	GCA_002260845.1	Lactococcus reticulitermitis
4010	GCA_002261115.1	Streptomyces kasugaensis
4011	GCA_002262875.1	Amycolatopsis antarctica
4012	GCA_002263495.1	Nocardiopsis gilva
4013	GCA_002263515.1	Actinopolyspora erythraea
4014	GCA_002265265.1	Photobacterium sanguinicancri
4015	GCA_002266285.1	Virgibacillus indicus
4016	GCA_002266855.1	Winogradskyella aurantia
4017	GCA_002269255.1	Klebsiella quasivariicola
4018	GCA_002269345.1	Altererythrobacter mangrovi
4019	GCA_002269385.1	Maribacter cobaltidurans
4020	GCA_002270415.1	Mesorhizobium sophorae
4021	GCA_002270465.1	Blautia hominis
4022	GCA_002271215.1	Lelliottia jeotgali
4023	GCA_002273005.1	Corynebacterium hadale
4024	GCA_002278075.1	Paraburkholderia aromaticivorans
4025	GCA_002278095.1	Lactobacillus delbrueckii subsp. lactis
4026	GCA_002278135.2	Bradyrhizobium ottawaense
4027	GCA_002282855.1	Paraferrimonas sedimenticola
4028	GCA_002283555.1	Rubrivirga profundi
4029	GCA_002284535.1	Mesorhizobium wenxiniae
4030	GCA_002284565.1	Mesorhizobium mediterraneum
4031	GCA_002284575.1	Mesorhizobium temperatum
4032	GCA_002285435.1	Actibacterium ureilyticum
4033	GCA_002285495.1	Clostridium isatidis
4034	GCA_002285635.2	Chryseobacterium piperi
4035	GCA_002286915.1	Bifidobacterium italicum
4036	GCA_002286935.1	Bifidobacterium criceti
4037	GCA_002287065.1	Paracoccus salipaludis
4038	GCA_002287375.1	Virgibacillus profundi
4039	GCA_002288825.1	Sphingomonas lenta
4040	GCA_002291445.1	Brenneria goodwinii
4041	GCA_002302565.1	Capnocytophaga canimorsus
4042	GCA_002302635.1	Capnocytophaga stomatis
4043	GCA_002307355.1	Pectobacterium polaris
4044	GCA_002307475.1	Pantoea allii
4045	GCA_002307495.1	Pseudomonas abyssi
4046	GCA_002310835.1	Pseudoalteromonas tetraodonis
4047	GCA_002310855.1	Pseudoalteromonas agarivorans
4048	GCA_002327085.1	Neisseria weixii
4049	GCA_002327185.1	Clostridium chauvoei
4050	GCA_002335815.1	Bacillus soli
4051	GCA_002351485.1	Sphingomonas spermidinifaciens
4052	GCA_002352765.2	Bacillus populi
4053	GCA_002355215.1	Streptococcus troglodytae
4054	GCA_002355435.1	Mucilaginibacter gotjawali
4055	GCA_002355475.1	Pseudomonas furukawaii
4056	GCA_002355495.1	Streptomyces laurentii
4057	GCA_002355535.1	Aurantimicrobium minutum
4058	GCA_002355855.1	Sphingobium cloacae
4059	GCA_002355935.1	Rothia aeria
4060	GCA_002356315.1	Mycobacterium shigaense
4061	GCA_002356335.1	Mycobacterium stephanolepidis
4062	GCA_002369705.1	Staphylococcus delphini
4063	GCA_002370355.1	Lactobacillus sakei subsp. sakei
4064	GCA_002374315.1	Halomonas nigrificans
4065	GCA_002374835.1	Sphingomonas ginsenosidimutans
4066	GCA_002374855.1	Sphingomonas adhaesiva
4067	GCA_002407065.1	Brachybacterium ginsengisoli
4068	GCA_002407185.1	Brachybacterium vulturis
4069	GCA_002441655.1	Lactococcus fujiensis
4070	GCA_002441695.1	Lactococcus piscium
4071	GCA_002441715.1	Lactococcus plantarum
4072	GCA_002441825.1	Lactococcus lactis subsp. tructae
4073	GCA_002494375.1	Geobacillus yumthangensis
4074	GCA_002499975.1	Alteromonas pelagimontana
4075	GCA_002529485.1	Mesorhizobium sanjuanii
4076	GCA_002530675.1	Flavobacterium columnare
4077	GCA_002553505.1	Mycolicibacterium agri
4078	GCA_002553585.1	Mycolicibacterium duvalii
4079	GCA_002553615.1	Clostridium neonatale
4080	GCA_002557795.1	Chitinophaga caeni
4081	GCA_002563675.1	Propionicimonas paludicola
4082	GCA_002563695.1	Georgenia soli
4083	GCA_002563715.1	Isoptericola jiangsuensis
4084	GCA_002563895.1	Pseudomonas lurida
4085	GCA_002563925.1	Serinibacter salmoneus
4086	GCA_002563955.1	Microbacterium agarici
4087	GCA_002564005.1	Sanguibacter antarcticus
4088	GCA_002564025.1	Flavimobilis soli
4089	GCA_002564045.1	Amycolatopsis sulphurea
4090	GCA_002573965.1	Azospirillum palustre
4091	GCA_002583405.1	Lactobacillus silagincola
4092	GCA_002591975.1	Mycobacterium neglectum
4093	GCA_002592005.1	Mycobacterium palauense
4094	GCA_002607735.1	Proteus alimentorum
4095	GCA_002607855.1	Desulfotomaculum profundi
4096	GCA_002614725.1	Staphylococcus edaphicus
4097	GCA_002631185.1	Roseomonas rhizosphaerae
4098	GCA_002631205.1	Lewinella marina
4099	GCA_002632465.1	Xenorhabdus budapestensis
4100	GCA_002632485.1	Xenorhabdus innexi
4101	GCA_002632585.1	Xenorhabdus szentirmaii
4102	GCA_002632615.1	Xenorhabdus miraniensis
4103	GCA_002632685.1	Xenorhabdus mauleonii
4104	GCA_002632725.1	Xenorhabdus hominickii
4105	GCA_002632755.1	Xenorhabdus ishibashii
4106	GCA_002632825.1	Xenorhabdus stockiae
4107	GCA_002632875.1	Xenorhabdus kozodoii
4108	GCA_002646595.1	Lewinella nigricans
4109	GCA_002699855.1	Pseudomonas amygdali
4110	GCA_002706375.1	Lactobacillus amylovorus
4111	GCA_002706425.1	Lactobacillus coryniformis subsp. coryniformis
4112	GCA_002706665.1	Bifidobacterium pseudolongum subsp. globosum
4113	GCA_002706705.1	Lactobacillus coryniformis subsp. torquens
4114	GCA_002706745.1	Lactobacillus farciminis
4115	GCA_002706795.1	Brevibacillus laterosporus
4116	GCA_002715865.1	Bifidobacterium asteroides
4117	GCA_002723485.1	Malaciobacter canalis
4118	GCA_002723495.1	Malaciobacter marinus
4119	GCA_002723915.1	Gluconobacter albidus
4120	GCA_002723935.1	Gluconobacter cerinus
4121	GCA_002723955.1	Gluconobacter frateurii
4122	GCA_002723975.1	Gluconobacter japonicus
4123	GCA_002723995.1	Gluconobacter kondonii
4124	GCA_002734215.1	Bacillus onubensis
4125	GCA_002735225.1	Aeromonas salmonicida subsp. pectinolytica
4126	GCA_002736025.1	Lactobacillus salivarius
4127	GCA_002737025.1	Vibrio splendidus
4128	GCA_002741015.1	Microvirga ossetica
4129	GCA_002741055.1	Paenibacillus ihbetae
4130	GCA_002741105.1	Pseudomonas sediminis
4131	GCA_002741985.1	Vibrio rotiferianus
4132	GCA_002742385.2	Macrococcus goetzii
4133	GCA_002742395.1	Macrococcus caseolyticus subsp. hominis
4134	GCA_002744735.1	Marinobacter guineae
4135	GCA_002744755.1	Leeuwenhoekiella nanhaiensis
4136	GCA_002749615.1	Caulobacter mirabilis
4137	GCA_002749675.1	Mesoplasma entomophilum
4138	GCA_002749895.1	Vibrio fujianensis
4139	GCA_002749945.1	Clostridium combesii
4140	GCA_002750975.1	Stenotrophomonas indicatrix
4141	GCA_002752655.1	Methylosinus trichosporium
4142	GCA_002752675.1	Massilia violaceinigra
4143	GCA_002760655.1	Massilia eurypsychrophila
4144	GCA_002760665.1	Massilia psychrophila
4145	GCA_002761855.1	Methylobacterium currus
4146	GCA_002763455.1	Lentibacillus sediminis
4147	GCA_002764115.1	Phyllobacterium zundukense
4148	GCA_002770725.1	Pleomorphomonas carboxyditropha
4149	GCA_002777965.1	Proteus columbae
4150	GCA_002777975.1	Shewanella carassii
4151	GCA_002786325.1	Pseudooceanicola lipolyticus
4152	GCA_002795265.1	Spiroplasma clarkii
4153	GCA_002795305.1	Aeromonas cavernicola
4154	GCA_002795865.1	Erythrobacter seohaensis
4155	GCA_002796795.1	Epibacterium ulvae
4156	GCA_002797355.1	Bacillus xiapuensis
4157	GCA_002797435.1	Sphingomonas koreensis
4158	GCA_002797495.1	Mumia flava
4159	GCA_002797535.1	Chryseobacterium geocarposphaerae
4160	GCA_002797555.1	Hymenobacter chitinivorans
4161	GCA_002797595.1	Sediminihabitans luteus
4162	GCA_002797685.1	Salinibacterium amurskyense
4163	GCA_002797715.1	Diaminobutyricimonas aerilata
4164	GCA_002797775.1	Glutamicibacter mysorens
4165	GCA_002797815.1	Mucilaginibacter auburnensis
4166	GCA_002797855.1	Compostimonas suwonensis
4167	GCA_002797875.1	Pseudoscardovia suis
4168	GCA_002797975.1	Clostridium celerecrescens
4169	GCA_002798015.1	Luteimicrobium subarcticum
4170	GCA_002798405.1	Glycomyces xiaoerkulensis
4171	GCA_002802965.1	Sporolactobacillus pectinivorans
4172	GCA_002803605.1	Acinetobacter pseudolwoffii
4173	GCA_002804025.1	Mesoplasma tabanidae
4174	GCA_002804245.1	Mesoplasma coleopterae
4175	GCA_002806945.1	Marinobacter salexigens
4176	GCA_002806975.1	Marinobacter aromaticivorans
4177	GCA_002806995.1	Confluentibacter lentus
4178	GCA_002811195.1	Pantoea rodasii
4179	GCA_002811245.1	Vibrio salilacus
4180	GCA_002812485.1	Dickeya fangzhongdai
4181	GCA_002812705.1	Achromobacter spanius
4182	GCA_002812985.1	Aeromonas lusitana
4183	GCA_002813205.1	Bifidobacterium psychraerophilum
4184	GCA_002813245.1	Novosphingobium kunmingense
4185	GCA_002813375.1	Pseudonocardia alni
4186	GCA_002813445.1	Pseudomonas tolaasii
4187	GCA_002813455.1	Pseudomonas baetica
4188	GCA_002813555.1	Spiroplasma floricola
4189	GCA_002813755.1	Enterococcus mundtii
4190	GCA_002814075.1	Polaribacter sejongensis
4191	GCA_002831565.1	Spirosoma pollinicola
4192	GCA_002833365.1	Salegentibacter salinarum
4193	GCA_002834145.1	Roseovarius salinarum
4194	GCA_002835735.1	Bacillus horneckiae
4195	GCA_002835805.1	Bacillus nealsonii
4196	GCA_002836395.1	Nocardioides alpinus
4197	GCA_002836975.1	Shewanella indica
4198	GCA_002836995.1	Shewanella upenei
4199	GCA_002837055.1	Lactobacillus apis
4200	GCA_002837275.1	Malaciobacter halophilus
4201	GCA_002838765.1	Kangiella profundi
4202	GCA_002843235.2	Providencia huaxiensis
4203	GCA_002843305.1	Streptomyces barkulensis
4204	GCA_002843315.1	Labilibaculum filiforme
4205	GCA_002844235.1	Thalassospira povalilytica
4206	GCA_002844275.1	Thalassospira lohafexi
4207	GCA_002844375.1	Thalassospira marina
4208	GCA_002844555.1	Brumimicrobium salinarum
4209	GCA_002844575.1	Bacillus camelliae
4210	GCA_002846205.1	Xanthomonas prunicola
4211	GCA_002846365.1	Nocardia fluminea
4212	GCA_002846475.1	Saccharopolyspora spinosa
4213	GCA_002846495.1	Phycicoccus duodecadis
4214	GCA_002846615.1	Amycolatopsis niigatensis
4215	GCA_002847445.1	Paracoccus zhejiangensis
4216	GCA_002849595.1	Luteimonas rhizosphaerae
4217	GCA_002849605.1	Photobacterium carnosum
4218	GCA_002849855.1	Vibrio azureus
4219	GCA_002849895.1	Lactobacillus alimentarius
4220	GCA_002850745.1	Nonomuraea indica
4221	GCA_002858865.1	Caulobacter vibrioides
4222	GCA_002858935.1	Pantoea endophytica
4223	GCA_002860345.1	Bifidobacterium anseris
4224	GCA_002860355.1	Bifidobacterium margollesii
4225	GCA_002860365.1	Bifidobacterium parmae
4226	GCA_002860405.1	Bifidobacterium imperatoris
4227	GCA_002864685.1	Alcanivorax mobilis
4228	GCA_002865545.1	Spiroplasma monobiae
4229	GCA_002866925.1	Cohaesibacter celericrescens
4230	GCA_002869505.1	Halioglobus japonicus
4231	GCA_002870965.1	Altererythrobacter flavus
4232	GCA_002872255.1	Lactobacillus nuruki
4233	GCA_002872475.1	Azoarcus pumilus
4234	GCA_002874535.1	Bacillus jeotgali
4235	GCA_002879615.1	Halomonas endophytica
4236	GCA_002879635.1	Halomonas urumqiensis
4237	GCA_002879855.1	Trinickia soli
4238	GCA_002879885.1	Burkholderia dabaoshanensis
4239	GCA_002884445.1	Paenibacillus castaneae
4240	GCA_002886185.1	Salipaludibacillus neizhouensis
4241	GCA_002887775.1	Streptococcus penaeicida
4242	GCA_002891295.1	Streptomyces eurocidicus
4243	GCA_002894405.1	Proteus vulgaris
4244	GCA_002895005.1	Hanstruepera neustonica
4245	GCA_002895525.1	Petrotoga olearia
4246	GCA_002895565.1	Petrotoga mexicana
4247	GCA_002895605.1	Petrotoga miotherma
4248	GCA_002895925.1	Mixta theicola
4249	GCA_002895945.1	Lysobacter silvestris
4250	GCA_002896965.1	Novosphingobium guangzhouense
4251	GCA_002897375.1	Deinococcus aerius
4252	GCA_002899695.1	Rubneribacter badeniensis
4253	GCA_002899715.1	Enteroscipio rubneri
4254	GCA_002899825.2	Chryseobacterium phosphatilyticum
4255	GCA_002899875.1	Chryseobacterium lactis
4256	GCA_002899895.2	Chryseobacterium oncorhynchi
4257	GCA_002899945.2	Chryseobacterium viscerum
4258	GCA_002900365.1	Escherichia marmotae
4259	GCA_002900975.1	Tabrizicola aquatica
4260	GCA_002901445.1	Deinococcus koreensis
4261	GCA_002901765.1	Staphylococcus warneri
4262	GCA_002901865.1	Staphylococcus agnetis
4263	GCA_002901925.1	Staphylococcus capitis subsp. urealyticus
4264	GCA_002901955.1	Staphylococcus equorum subsp. linens
4265	GCA_002901995.1	Staphylococcus schleiferi subsp. coagulans
4266	GCA_002902145.1	Staphylococcus rostri
4267	GCA_002902235.1	Staphylococcus cohnii subsp. urealyticus
4268	GCA_002902265.1	Staphylococcus vitulinus
4269	GCA_002902305.1	Staphylococcus argensis
4270	GCA_002902325.1	Staphylococcus capitis subsp. capitis
